Year,Economy,Economy Label,Variable,Variable Label,Percentage of total business sector,Percentage of total business sector Footnote,Percentage of total business sector Missing value
2008,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.46,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,470,"Malta",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",12.19,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,480,"Mauritius",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.65,,
2008,480,"Mauritius",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.92,,
2008,484,"Mexico",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.24,"Provisional data. Data not available  for G5151, G5152 and K7123.",
2008,484,"Mexico",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.03,"Data not available for G5151, G5152 and K7123. D3210 includes D3130; D3312 includes D3313.K7230 includes K7221, 7229 and 7290; K7240 includes K7230.",
2008,528,"Netherlands (Kingdom of the)",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.22,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,528,"Netherlands (Kingdom of the)",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.78041,"Data not available for K7123.",
2008,554,"New Zealand",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.32,,
2008,554,"New Zealand",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.28,,
2008,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.23797,"Data not available for K7123.",
2008,579,"Norway",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.21,"Data not available for K7123.",
2008,616,"Poland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.68303,"Data not available for K7123.",
2008,620,"Portugal",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.36,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,620,"Portugal",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.76,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.25,"Provisional data. Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,642,"Romania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.07,"Provisional data. Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,643,"Russian Federation",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.61,,
2008,643,"Russian Federation",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.89,,
2008,702,"Singapore",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.46,,
2008,703,"Slovakia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.28,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,703,"Slovakia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.79,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,705,"Slovenia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.73,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.47,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,724,"Spain",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.33,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,752,"Sweden",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",8.38813,"Data not available for K7123.",
2008,752,"Sweden",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.37494,"Data not available for K7123.",
2008,757,"Switzerland, Liechtenstein",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.33,,
2008,757,"Switzerland, Liechtenstein",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.48,,
2008,926,"United Kingdom",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.87,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,926,"United Kingdom",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.87,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2008,842,"United States of America",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.03,,
2008,842,"United States of America",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.91,"GDP excluding gross value added of households; institutions and of general government.",
2009,040,"Austria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.79,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,040,"Austria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.51,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,031,"Azerbaijan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",1.65,,
2009,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.16,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,056,"Belgium",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.25,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.33,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,100,"Bulgaria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.56,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,120,"Cameroon",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.37,,
2009,120,"Cameroon",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",1.66,,
2009,344,"China, Hong Kong SAR",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.59,,
2009,344,"China, Hong Kong SAR",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.94,,
2009,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.78,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,191,"Croatia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.05,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.43,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,203,"Czechia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.87,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,208,"Denmark",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.1,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,208,"Denmark",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.93,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,818,"Egypt",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.64,,
2009,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.7,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,233,"Estonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.05,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,246,"Finland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.96,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,246,"Finland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.27,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.76,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,251,"France",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.32,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.3,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,276,"Germany",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.47,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.78,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,348,"Hungary",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.83,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,376,"Israel",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",8.4858,"Forecast. Data include K73.",
2009,376,"Israel",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",14.7217,"Data include K73 in basic prices.",
2009,392,"Japan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.29,,
2009,392,"Japan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",13.18,,
2009,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.24,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,428,"Latvia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.84,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.21,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,470,"Malta",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",11.36,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,484,"Mexico",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.18,"Data not available for G5151, G5152 and K7123.",
2009,484,"Mexico",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.47,"Data not available for G5151, G5152 and K7123. D3210 includes D3130; D3312 includes D3313.K7230 includes K7221, 7229 and 7290; K7240 includes K7230.",
2009,528,"Netherlands (Kingdom of the)",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.24,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.77,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,579,"Norway",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.35,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,616,"Poland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.77,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,620,"Portugal",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.56,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,620,"Portugal",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.92,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.37,"Provisional data. Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,642,"Romania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8,"Provisional data. Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,702,"Singapore",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.59,,
2009,703,"Slovakia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.92,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,703,"Slovakia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.98,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.75,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,724,"Spain",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.14,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,752,"Sweden",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.82,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,752,"Sweden",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.16,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,788,"Tunisia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.68,,
2009,926,"United Kingdom",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.82,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2009,842,"United States of America",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.05,,
2009,842,"United States of America",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.27,,
2010,051,"Armenia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.91,,
2010,040,"Austria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.71,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,040,"Austria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.35,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.71,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,056,"Belgium",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.38,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,096,"Brunei Darussalam",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.0133,,
2010,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.59,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,100,"Bulgaria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.79,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,344,"China, Hong Kong SAR",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.69,,
2010,344,"China, Hong Kong SAR",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.03,,
2010,188,"Costa Rica",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.7,,
2010,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.1,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,191,"Croatia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.22,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.32,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,203,"Czechia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.74,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,208,"Denmark",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.31,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,208,"Denmark",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.42,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.81,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,233,"Estonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.58,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,246,"Finland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.69,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,246,"Finland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.22,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.7,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,251,"France",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.08,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.12,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,276,"Germany",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.97,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,300,"Greece",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.52,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,300,"Greece",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.27,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.17,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,348,"Hungary",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.3,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,392,"Japan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.8,,
2010,392,"Japan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.56,,
2010,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.33,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,428,"Latvia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.4,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,440,"Lithuania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.04,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,440,"Lithuania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.44,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,470,"Malta",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",13.3,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,480,"Mauritius",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.57,,
2010,480,"Mauritius",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.75,,
2010,528,"Netherlands (Kingdom of the)",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.15,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,554,"New Zealand",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.15,,
2010,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.01,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,579,"Norway",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.42,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,600,"Paraguay",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",1.72658,,
2010,600,"Paraguay",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.61232,"For reasons of confidentiality of the information, the data of certain economic activities were omitted. Values ??are expressed in thousands of guaranies.",
2010,616,"Poland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.09,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,620,"Portugal",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.64,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,620,"Portugal",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.07,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.56,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,642,"Romania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.54,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,702,"Singapore",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.5,,
2010,703,"Slovakia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.94,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,703,"Slovakia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.15,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,705,"Slovenia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.38,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.94,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,724,"Spain",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.09,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,752,"Sweden",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.66,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,752,"Sweden",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.15,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,757,"Switzerland, Liechtenstein",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.5,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,757,"Switzerland, Liechtenstein",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.72,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,926,"United Kingdom",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.02,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,926,"United Kingdom",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.65,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2010,858,"Uruguay",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.11,,
2010,858,"Uruguay",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.34,,
2011,040,"Austria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.74,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,040,"Austria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.45,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,031,"Azerbaijan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.16,,
2011,031,"Azerbaijan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",1.82,,
2011,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.14,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,056,"Belgium",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.62,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.74,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,100,"Bulgaria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.54,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.09,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,191,"Croatia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.57,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.42,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,203,"Czechia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.54,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,208,"Denmark",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.26,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,208,"Denmark",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.29,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.97,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,233,"Estonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.51,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,246,"Finland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.12,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
